"","income","age","marital_status","hours_per_week","education","capital_gain","capital_loss","income_num","career_stage","marital_status_group","hours_group","education_group","has_investment_activity"
"6143",">50K",28,"Married-civ-spouse",20,"Masters",0,0,"1","Entry-level","Married","Underemployed","Masters","No"
"6160","<=50K",30,"Never-married",40,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"6163","<=50K",25,"Never-married",24,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"6164","<=50K",31,"Married-civ-spouse",50,"HS-grad",0,0,"0","Growth-phase","Married","Overtime","HS-some-college","No"
"6175","<=50K",30,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"6178","<=50K",60,"Married-civ-spouse",5,"HS-grad",0,0,"0","Peak-earning","Married","Underemployed","HS-some-college","No"
"6184",">50K",60,"Married-civ-spouse",40,"HS-grad",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"6186",">50K",43,"Married-civ-spouse",35,"Bachelors",0,0,"1","Growth-phase","Married","Full-time","Bachelors","No"
"6188","<=50K",33,"Married-civ-spouse",52,"HS-grad",0,0,"0","Growth-phase","Married","Overtime","HS-some-college","No"
"6189","<=50K",32,"Married-civ-spouse",45,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"6190","<=50K",21,"Never-married",9,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"6199",">50K",32,"Divorced",50,"Some-college",0,0,"1","Growth-phase","Previously-married","Overtime","HS-some-college","No"
"6201","<=50K",28,"Never-married",40,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"6203","<=50K",50,"Separated",60,"HS-grad",0,0,"0","Peak-earning","Previously-married","Overtime","HS-some-college","No"
"6206","<=50K",40,"Married-civ-spouse",40,"Some-college",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"6210","<=50K",24,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"6219","<=50K",46,"Married-civ-spouse",40,"Assoc-acdm",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"6230","<=50K",31,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"6240","<=50K",21,"Married-civ-spouse",35,"HS-grad",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"6247","<=50K",18,"Never-married",35,"10th",0,0,"0","Entry-level","Never-married","Full-time","Non-HS","No"
"6253","<=50K",42,"Widowed",40,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"6258","<=50K",27,"Never-married",50,"Bachelors",0,0,"0","Entry-level","Never-married","Overtime","Bachelors","No"
"6261","<=50K",41,"Separated",40,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"6273","<=50K",23,"Never-married",20,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"6275","<=50K",51,"Married-civ-spouse",60,"Some-college",0,0,"0","Peak-earning","Married","Overtime","HS-some-college","No"
"6280","<=50K",53,"Divorced",40,"10th",0,0,"0","Peak-earning","Previously-married","Full-time","Non-HS","No"
"6283","<=50K",18,"Never-married",20,"12th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"6288","<=50K",32,"Never-married",40,"Some-college",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"6296","<=50K",22,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"6303",">50K",51,"Married-civ-spouse",50,"Some-college",0,1902,"1","Peak-earning","Married","Overtime","HS-some-college","Yes"
"6305","<=50K",22,"Never-married",12,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"6308","<=50K",35,"Never-married",60,"Some-college",0,0,"0","Growth-phase","Never-married","Overtime","HS-some-college","No"
"6314","<=50K",31,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"6319","<=50K",38,"Married-spouse-absent",35,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"6336","<=50K",42,"Divorced",45,"Masters",0,0,"0","Growth-phase","Previously-married","Full-time","Masters","No"
"6341","<=50K",31,"Never-married",48,"Bachelors",0,0,"0","Growth-phase","Never-married","Overtime","Bachelors","No"
"6349",">50K",50,"Married-civ-spouse",40,"Masters",7298,0,"1","Peak-earning","Married","Full-time","Masters","Yes"
"6353","<=50K",29,"Married-civ-spouse",40,"HS-grad",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"6355","<=50K",36,"Married-civ-spouse",44,"Some-college",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"6359",">50K",75,"Married-civ-spouse",20,"Doctorate",0,0,"1","Retirement-transition","Married","Underemployed","Prof-doctorate","No"
"6363","<=50K",61,"Married-civ-spouse",48,"HS-grad",0,0,"0","Retirement-transition","Married","Overtime","HS-some-college","No"
"6364","<=50K",33,"Never-married",55,"Assoc-acdm",2174,0,"0","Growth-phase","Never-married","Overtime","HS-some-college","Yes"
"6367","<=50K",25,"Never-married",30,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"6370","<=50K",44,"Never-married",40,"Bachelors",0,0,"0","Growth-phase","Never-married","Full-time","Bachelors","No"
"6372","<=50K",57,"Never-married",40,"HS-grad",0,0,"0","Peak-earning","Never-married","Full-time","HS-some-college","No"
"6384",">50K",35,"Married-civ-spouse",40,"Some-college",0,0,"1","Growth-phase","Married","Full-time","HS-some-college","No"
"6391",">50K",41,"Married-civ-spouse",48,"Bachelors",0,0,"1","Growth-phase","Married","Overtime","Bachelors","No"
"6395","<=50K",24,"Never-married",40,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"6397","<=50K",38,"Married-civ-spouse",40,"Bachelors",0,0,"0","Growth-phase","Married","Full-time","Bachelors","No"
"6399","<=50K",20,"Never-married",45,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"6406",">50K",33,"Married-civ-spouse",50,"HS-grad",0,0,"1","Growth-phase","Married","Overtime","HS-some-college","No"
"6408","<=50K",24,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"6410","<=50K",18,"Never-married",8,"11th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"6414",">50K",37,"Married-civ-spouse",45,"Bachelors",0,0,"1","Growth-phase","Married","Full-time","Bachelors","No"
"6418","<=50K",20,"Married-civ-spouse",40,"11th",0,1573,"0","Entry-level","Married","Full-time","Non-HS","Yes"
"6423","<=50K",40,"Married-civ-spouse",32,"10th",0,0,"0","Growth-phase","Married","Full-time","Non-HS","No"
"6429",">50K",41,"Married-civ-spouse",70,"Masters",15024,0,"1","Growth-phase","Married","Overtime","Masters","Yes"
"6432","<=50K",38,"Married-civ-spouse",15,"Some-college",0,0,"0","Growth-phase","Married","Underemployed","HS-some-college","No"
"6435","<=50K",40,"Widowed",37,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"6436","<=50K",19,"Never-married",25,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"6438","<=50K",33,"Married-civ-spouse",52,"Some-college",0,0,"0","Growth-phase","Married","Overtime","HS-some-college","No"
"6447","<=50K",60,"Married-civ-spouse",48,"HS-grad",0,0,"0","Peak-earning","Married","Overtime","HS-some-college","No"
"6448","<=50K",20,"Never-married",40,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"6454","<=50K",40,"Married-civ-spouse",40,"Some-college",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"6455",">50K",55,"Married-civ-spouse",40,"Masters",0,0,"1","Peak-earning","Married","Full-time","Masters","No"
"6459","<=50K",26,"Never-married",51,"12th",0,0,"0","Entry-level","Never-married","Overtime","Non-HS","No"
"6461","<=50K",70,"Widowed",17,"Some-college",0,0,"0","Retirement-transition","Previously-married","Underemployed","HS-some-college","No"
"6481","<=50K",49,"Never-married",40,"Masters",4650,0,"0","Peak-earning","Never-married","Full-time","Masters","Yes"
"6492",">50K",50,"Married-civ-spouse",75,"Prof-school",0,0,"1","Peak-earning","Married","Overtime","Prof-doctorate","No"
"6495","<=50K",31,"Married-civ-spouse",40,"Bachelors",0,0,"0","Growth-phase","Married","Full-time","Bachelors","No"
"6498","<=50K",38,"Divorced",40,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"6499",">50K",37,"Married-civ-spouse",45,"Bachelors",0,0,"1","Growth-phase","Married","Full-time","Bachelors","No"
"6507","<=50K",51,"Married-civ-spouse",40,"Assoc-acdm",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"6511","<=50K",32,"Never-married",13,"HS-grad",0,0,"0","Growth-phase","Never-married","Underemployed","HS-some-college","No"
"6512",">50K",37,"Never-married",55,"Bachelors",0,0,"1","Growth-phase","Never-married","Overtime","Bachelors","No"
"6516","<=50K",40,"Divorced",40,"Some-college",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"6520","<=50K",34,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"6521","<=50K",28,"Separated",40,"HS-grad",0,0,"0","Entry-level","Previously-married","Full-time","HS-some-college","No"
"6533",">50K",35,"Never-married",55,"Masters",13550,0,"1","Growth-phase","Never-married","Overtime","Masters","Yes"
"6534","<=50K",23,"Never-married",20,"Bachelors",0,0,"0","Entry-level","Never-married","Underemployed","Bachelors","No"
"6537",">50K",28,"Married-civ-spouse",45,"Bachelors",0,0,"1","Entry-level","Married","Full-time","Bachelors","No"
"6543","<=50K",75,"Divorced",15,"HS-grad",2346,0,"0","Retirement-transition","Previously-married","Underemployed","HS-some-college","Yes"
"6545","<=50K",53,"Divorced",40,"HS-grad",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"6547",">50K",48,"Widowed",50,"Some-college",0,0,"1","Peak-earning","Previously-married","Overtime","HS-some-college","No"
"6572","<=50K",64,"Never-married",25,"HS-grad",0,0,"0","Retirement-transition","Never-married","Underemployed","HS-some-college","No"
"6578","<=50K",51,"Separated",40,"11th",0,0,"0","Peak-earning","Previously-married","Full-time","Non-HS","No"
"6582","<=50K",35,"Married-civ-spouse",60,"Some-college",0,0,"0","Growth-phase","Married","Overtime","HS-some-college","No"
"6602","<=50K",62,"Widowed",40,"7th-8th",0,0,"0","Retirement-transition","Previously-married","Full-time","Non-HS","No"
"6603",">50K",40,"Married-civ-spouse",50,"Some-college",0,0,"1","Growth-phase","Married","Overtime","HS-some-college","No"
"6612","<=50K",19,"Never-married",50,"HS-grad",0,0,"0","Entry-level","Never-married","Overtime","HS-some-college","No"
"6623","<=50K",38,"Divorced",40,"Assoc-acdm",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"6630","<=50K",20,"Married-spouse-absent",18,"Some-college",0,0,"0","Entry-level","Previously-married","Underemployed","HS-some-college","No"
"6640","<=50K",18,"Never-married",6,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"6641","<=50K",19,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"6643","<=50K",43,"Divorced",40,"Bachelors",0,0,"0","Growth-phase","Previously-married","Full-time","Bachelors","No"
"6648",">50K",52,"Never-married",70,"Masters",0,0,"1","Peak-earning","Never-married","Overtime","Masters","No"
"6662","<=50K",21,"Never-married",40,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"6678","<=50K",33,"Never-married",45,"HS-grad",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"6683","<=50K",25,"Married-civ-spouse",45,"10th",0,0,"0","Entry-level","Married","Full-time","Non-HS","No"
"6685","<=50K",19,"Never-married",25,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"6686",">50K",47,"Married-civ-spouse",40,"HS-grad",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"6687","<=50K",26,"Never-married",40,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"6695","<=50K",35,"Married-civ-spouse",38,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"6696","<=50K",22,"Never-married",25,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"6708",">50K",46,"Married-civ-spouse",60,"Doctorate",0,0,"1","Peak-earning","Married","Overtime","Prof-doctorate","No"
"6713",">50K",48,"Divorced",40,"Bachelors",0,0,"1","Peak-earning","Previously-married","Full-time","Bachelors","No"
"6727",">50K",31,"Divorced",50,"Prof-school",14084,0,"1","Growth-phase","Previously-married","Overtime","Prof-doctorate","Yes"
"6747","<=50K",21,"Never-married",24,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"6752","<=50K",41,"Married-civ-spouse",45,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"6758",">50K",47,"Married-civ-spouse",40,"Bachelors",0,0,"1","Peak-earning","Married","Full-time","Bachelors","No"
"6766","<=50K",71,"Married-civ-spouse",10,"Some-college",0,0,"0","Retirement-transition","Married","Underemployed","HS-some-college","No"
"6772","<=50K",28,"Never-married",45,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"6776","<=50K",21,"Never-married",40,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"6777","<=50K",29,"Never-married",40,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"6778","<=50K",51,"Divorced",40,"Some-college",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"6780","<=50K",19,"Never-married",38,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"6781","<=50K",22,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"6784","<=50K",22,"Never-married",20,"HS-grad",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"6806","<=50K",18,"Never-married",15,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"6808","<=50K",33,"Married-civ-spouse",50,"Bachelors",0,0,"0","Growth-phase","Married","Overtime","Bachelors","No"
"6818","<=50K",44,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"6820","<=50K",17,"Never-married",20,"10th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"6823",">50K",35,"Married-civ-spouse",60,"Bachelors",0,0,"1","Growth-phase","Married","Overtime","Bachelors","No"
"6826","<=50K",68,"Divorced",70,"11th",0,0,"0","Retirement-transition","Previously-married","Overtime","Non-HS","No"
"6832","<=50K",48,"Widowed",40,"Some-college",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"6834",">50K",60,"Married-civ-spouse",35,"Some-college",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"6836","<=50K",23,"Never-married",30,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"6837","<=50K",23,"Never-married",40,"12th",0,0,"0","Entry-level","Never-married","Full-time","Non-HS","No"
"6841","<=50K",35,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"6842","<=50K",41,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"6844",">50K",37,"Married-civ-spouse",40,"Masters",0,0,"1","Growth-phase","Married","Full-time","Masters","No"
"6847","<=50K",48,"Married-civ-spouse",8,"HS-grad",0,0,"0","Peak-earning","Married","Underemployed","HS-some-college","No"
"6848","<=50K",63,"Married-civ-spouse",48,"HS-grad",0,0,"0","Retirement-transition","Married","Overtime","HS-some-college","No"
"6858","<=50K",41,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"6865","<=50K",22,"Divorced",48,"Some-college",0,0,"0","Entry-level","Previously-married","Overtime","HS-some-college","No"
"6872","<=50K",52,"Married-civ-spouse",40,"Assoc-voc",5013,0,"0","Peak-earning","Married","Full-time","HS-some-college","Yes"
"6874","<=50K",17,"Never-married",10,"10th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"6886","<=50K",56,"Divorced",40,"7th-8th",0,0,"0","Peak-earning","Previously-married","Full-time","Non-HS","No"
"6890",">50K",39,"Married-civ-spouse",45,"Prof-school",0,0,"1","Growth-phase","Married","Full-time","Prof-doctorate","No"
"6891","<=50K",34,"Divorced",50,"Some-college",0,0,"0","Growth-phase","Previously-married","Overtime","HS-some-college","No"
"6892","<=50K",37,"Never-married",40,"Some-college",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"6905","<=50K",60,"Married-civ-spouse",40,"HS-grad",5013,0,"0","Peak-earning","Married","Full-time","HS-some-college","Yes"
"6907","<=50K",48,"Married-civ-spouse",45,"Bachelors",0,0,"0","Peak-earning","Married","Full-time","Bachelors","No"
"6908","<=50K",35,"Never-married",40,"Some-college",0,2205,"0","Growth-phase","Never-married","Full-time","HS-some-college","Yes"
"6916","<=50K",38,"Never-married",40,"Bachelors",0,0,"0","Growth-phase","Never-married","Full-time","Bachelors","No"
